Amount,Class,Hour
541.0,0,15.0
2.56,0,15.0
31.0,0,15.0
134.4,0,15.0
16.83,0,15.0
34.95,0,15.0
144.0,0,15.0
1.78,0,15.0
38.79,0,15.0
0.77,0,15.0
1737.51,0,15.0
206.2,0,15.0
17.82,0,15.0
30.58,0,15.0
30.0,0,15.0
18.17,0,15.0
2.28,0,15.0
0.8,0,15.0
5.0,0,15.0
12.31,0,15.0
0.76,0,15.0
295.73,0,15.0
37.88,0,15.0
15.9,0,15.0
7.99,0,15.0
1.99,0,15.0
22.36,0,15.0
241.38,0,15.0
13.0,0,15.0
2.68,0,15.0
49.95,0,15.0
45.9,0,15.0
1.98,0,15.0
1.0,0,15.0
65.08,0,15.0
36.88,0,15.0
0.99,0,15.0
10.99,0,15.0
231.93,0,15.0
12.31,0,15.0
112.8,0,15.0
11.81,0,15.0
4.49,0,15.0
60.0,0,15.0
20.0,0,15.0
13.99,0,15.0
1.29,0,15.0
162.8,0,15.0
15.0,0,15.0
44.41,0,15.0
39.99,0,15.0
9.99,0,15.0
9.99,0,15.0
45.44,0,15.0
84.86,0,15.0
11.99,0,15.0
149.0,0,15.0
347.96,0,15.0
105.85,0,15.0
162.68,0,15.0
49.95,0,15.0
50.0,0,15.0
5.06,0,15.0
8.99,0,15.0
147.89,0,15.0
28.0,0,15.0
7.7,0,15.0
388.9,0,15.0
9.75,0,15.0
7.68,0,15.0
94.79,0,15.0
1.29,0,15.0
149.17,0,15.0
94.99,0,15.0
154.9,0,15.0
15.0,0,15.0
4.0,0,15.0
31.0,0,15.0
1.0,0,15.0
79.9,0,15.0
40.71,0,15.0
1.0,0,15.0
29.95,0,15.0
20.04,0,15.0
29.94,0,15.0
14.41,0,15.0
129.61,0,15.0
4.95,0,15.0
79.0,0,15.0
4.49,0,15.0
3.76,0,15.0
70.0,0,15.0
3.08,0,15.0
114.0,0,15.0
267.07,0,15.0
1.79,0,15.0
1.0,0,15.0
333.48,0,15.0
236.03,0,15.0
9.35,0,15.0
3.58,0,15.0
5.34,0,15.0
89.62,0,15.0
110.57,0,15.0
104.0,0,15.0
0.89,0,15.0
60.9,0,15.0
46.21,0,15.0
8.99,0,15.0
5.08,0,15.0
18.44,0,15.0
15.98,0,15.0
680.0,0,15.0
1.98,0,15.0
0.76,0,15.0
250.0,0,15.0
47.85,0,15.0
1.79,0,15.0
150.0,0,15.0
51.8,0,15.0
1.5,0,15.0
275.67,0,15.0
1.92,0,15.0
49.9,0,15.0
17.95,0,15.0
0.89,0,15.0
140.58,0,15.0
8.96,0,15.0
99.0,0,15.0
2.99,0,15.0
62.99,0,15.0
1.29,0,15.0
2.0,0,15.0
49.96,0,15.0
236.0,0,15.0
16.0,0,15.0
8.99,0,15.0
59.15,0,15.0
110.0,0,15.0
60.0,0,15.0
8.99,0,15.0
236.0,0,15.0
113.86,0,15.0
10.0,0,15.0
79.54,0,15.0
29.99,0,15.0
695.84,0,15.0
100.0,0,15.0
1.0,0,15.0
22.14,0,15.0
9.99,0,15.0
143.8,0,15.0
64.99,0,15.0
2.69,0,15.0
4.2,0,15.0
6.0,0,15.0
299.0,0,15.0
14.2,0,15.0
74.15,0,15.0
8.59,0,15.0
4.36,0,15.0
112.64,0,15.0
613.82,0,15.0
65.2,0,15.0
99.0,0,15.0
99.0,0,15.0
18.67,0,15.0
11.5,0,15.0
6.0,0,15.0
3.27,0,15.0
8.59,0,15.0
36.18,0,15.0
158.0,0,15.0
0.89,0,15.0
58.68,0,15.0
9.99,0,15.0
279.95,0,15.0
13.0,0,15.0
23.64,0,15.0
12.99,0,15.0
12.75,0,15.0
1.0,0,15.0
16.0,0,15.0
54.91,0,15.0
93.66,0,15.0
25.97,0,15.0
23.0,0,15.0
1.78,0,15.0
594.66,0,15.0
9.99,0,15.0
56.84,0,15.0
1.5,0,15.0
6.03,0,15.0
213.34,0,15.0
15.0,0,15.0
41.32,0,15.0
32.57,0,15.0
10.65,0,15.0
60.0,0,15.0
12.29,0,15.0
140.0,0,15.0
4.26,0,15.0
0.81,0,15.0
40.0,0,15.0
36.26,0,15.0
44.9,0,15.0
182.29,0,15.0
9.99,0,15.0
39.99,0,15.0
28.38,0,15.0
14.1,0,15.0
28.75,0,15.0
51.35,0,15.0
140.0,0,15.0
261.19,0,15.0
691.51,0,15.0
1.89,0,15.0
61.49,0,15.0
24.55,0,15.0
0.76,0,15.0
88.72,0,15.0
21.29,0,15.0
76.44,0,15.0
0.76,0,15.0
2.37,0,15.0
255.3,0,15.0
52.94,0,15.0
0.76,0,15.0
48.02,0,15.0
157.72,0,15.0
8.99,0,15.0
7.28,0,15.0
234.0,0,15.0
10.0,0,15.0
11.65,0,15.0
18.4,0,15.0
2.45,0,15.0
1.0,0,15.0
8.08,0,15.0
80.46,0,15.0
26.0,0,15.0
98.0,0,15.0
10.0,0,15.0
132.2,0,15.0
1.98,0,15.0
60.9,0,15.0
39.45,0,15.0
38.42,0,15.0
9.99,0,15.0
76.83,0,15.0
491.1,0,15.0
34.9,0,15.0
75.0,0,15.0
0.76,0,15.0
133.49,0,15.0
1.98,0,15.0
15.0,0,15.0
11.99,0,15.0
40.78,0,15.0
107.0,0,15.0
19.47,0,15.0
91.0,0,15.0
9.99,0,15.0
8.7,0,15.0
79.98,0,15.0
227.89,0,15.0
89.99,0,15.0
1.79,0,15.0
16.49,0,15.0
44.0,0,15.0
63.95,0,15.0
31.13,0,15.0
12.99,0,15.0
69.99,0,15.0
121.37,0,15.0
255.24,0,15.0
11.5,0,15.0
34.0,0,15.0
160.0,0,15.0
1.0,0,15.0
106.83,0,15.0
150.76,0,15.0
1.0,0,15.0
103.6,0,15.0
47.01,0,15.0
61.48,0,15.0
1502.36,0,15.0
8.99,0,15.0
64.0,0,15.0
1292.2,0,15.0
17.57,0,15.0
7.77,0,15.0
119.96,0,15.0
36.0,0,15.0
9.48,0,15.0
141.32,0,15.0
7.6,0,15.0
231.6,0,15.0
24.19,0,15.0
75.48,0,15.0
13.45,0,15.0
342.0,0,15.0
61.96,0,15.0
0.01,0,15.0
359.02,0,15.0
10.0,0,15.0
593.46,0,15.0
1.0,0,15.0
45.0,0,15.0
2.0,0,15.0
0.92,0,15.0
9.99,0,15.0
125.9,0,15.0
13.33,0,15.0
1.0,0,15.0
0.0,0,15.0
2404.29,0,15.0
154.33,0,15.0
8.99,0,15.0
132.14,0,15.0
15.0,0,15.0
29.69,0,15.0
65.28,0,15.0
18.0,0,15.0
0.76,0,15.0
497.79,0,15.0
191.7,0,15.0
228.0,0,15.0
7.99,0,15.0
835.0,0,15.0
185.3,0,15.0
1.79,0,15.0
39.0,0,15.0
69.0,0,15.0
4.55,0,15.0
19.88,0,15.0
36.6,0,15.0
213.0,0,15.0
15.17,0,15.0
40.0,0,15.0
11.5,0,15.0
10.62,0,15.0
201.98,0,15.0
2.99,0,15.0
16.0,0,15.0
115.17,0,15.0
1.29,0,15.0
100.21,0,15.0
28.75,0,15.0
347.62,0,15.0
615.6,0,15.0
134.9,0,15.0
463.16,0,15.0
11.5,0,15.0
60.47,0,15.0
9.99,0,15.0
21.0,0,15.0
119.99,0,15.0
15.0,0,15.0
1.0,0,15.0
52.49,0,15.0
140.0,0,15.0
21.45,0,15.0
100.67,0,15.0
148.18,0,15.0
15.1,0,15.0
6.04,0,15.0
4.0,0,15.0
3.29,0,15.0
11.06,0,15.0
1.0,0,15.0
56.15,0,15.0
1.98,0,15.0
574.84,0,15.0
617.22,0,15.0
60.9,0,15.0
1.79,0,15.0
63.35,0,15.0
7.3,0,15.0
1.0,0,15.0
83.7,0,15.0
411.1,0,15.0
29.99,0,15.0
10.62,0,15.0
300.0,0,15.0
201.57,0,15.0
14.58,0,15.0
488.31,0,15.0
9.74,0,15.0
10.65,0,15.0
284.88,0,15.0
3.59,0,15.0
158.0,0,15.0
251.5,0,15.0
1.98,0,15.0
298.01,0,15.0
9.85,0,15.0
642.97,0,15.0
4.95,0,15.0
1.98,0,15.0
16.0,0,15.0
47.75,0,15.0
16.0,0,15.0
40.71,0,15.0
61.51,0,15.0
77.0,0,15.0
67.46,0,15.0
8.33,0,15.0
8.99,0,15.0
3.11,0,15.0
0.89,0,15.0
0.89,0,15.0
19.92,0,15.0
28.25,0,15.0
1.0,0,15.0
9.2,0,15.0
24.99,0,15.0
58.72,0,15.0
485.0,0,15.0
19.32,0,15.0
115.14,0,15.0
15.0,0,15.0
15.0,0,15.0
41.92,0,15.0
326.14,0,15.0
707.84,0,15.0
29.9,0,15.0
1.79,0,15.0
275.0,0,15.0
1.0,0,15.0
231.8,0,15.0
4.0,0,15.0
156.07,0,15.0
1.98,0,15.0
302.74,0,15.0
34.0,0,15.0
12.31,0,15.0
1.0,0,15.0
30.41,0,15.0
15.0,0,15.0
17.39,0,15.0
100.54,0,15.0
1.0,0,15.0
56.16,0,15.0
4.49,0,15.0
137.0,0,15.0
118.0,0,15.0
103.0,0,15.0
0.89,0,15.0
150.91,0,15.0
56.75,0,15.0
49.95,0,15.0
169.0,0,15.0
6.96,0,15.0
228.51,0,15.0
139.0,0,15.0
40.0,0,15.0
200.0,0,15.0
1.0,0,15.0
9.99,0,15.0
6.0,0,15.0
126.35,0,15.0
11.5,0,15.0
35.0,0,15.0
3.59,0,15.0
9.99,0,15.0
97.4,0,15.0
1.29,0,15.0
1.0,0,15.0
10.7,0,15.0
12.79,0,15.0
30.0,0,15.0
13.72,0,15.0
106.97,0,15.0
90.9,0,15.0
38.43,0,15.0
2.0,0,15.0
244.28,0,15.0
74.8,0,15.0
100.0,0,15.0
5.99,0,15.0
16.18,0,15.0
99.19,0,15.0
4.99,0,15.0
4.22,0,15.0
60.5,0,15.0
275.04,0,15.0
1.0,0,16.0
29.56,0,16.0
90.5,0,16.0
35.0,0,16.0
4.67,0,16.0
185.3,0,16.0
96.06,0,16.0
1.0,0,16.0
39.99,0,16.0
380.0,0,16.0
54.15,0,16.0
46.95,0,16.0
24.5,0,16.0
155.98,0,16.0
75.5,0,16.0
53.7,0,16.0
26.95,0,16.0
18.4,0,16.0
382.8,0,16.0
1.29,0,16.0
3.65,0,16.0
35.0,0,16.0
10.02,0,16.0
0.77,0,16.0
50.0,0,16.0
79.95,0,16.0
1.0,0,16.0
623.02,0,16.0
26.6,0,16.0
1.18,0,16.0
0.89,0,16.0
1.0,0,16.0
7.59,0,16.0
5.75,0,16.0
62.37,0,16.0
205.48,0,16.0
106.83,0,16.0
11.99,0,16.0
15.99,0,16.0
167.8,0,16.0
198.0,0,16.0
68.81,0,16.0
4.58,0,16.0
20.99,0,16.0
10.62,0,16.0
0.76,0,16.0
93.0,0,16.0
34.38,0,16.0
15.0,0,16.0
4.99,0,16.0
18.15,0,16.0
80.61,0,16.0
67.79,0,16.0
6.0,0,16.0
114.0,0,16.0
1.0,0,16.0
271.28,0,16.0
267.31,0,16.0
103.58,0,16.0
2.61,0,16.0
2.58,0,16.0
40.0,0,16.0
1.0,0,16.0
23.4,0,16.0
82.5,0,16.0
11.5,0,16.0
2.92,0,16.0
10.0,0,16.0
4.69,0,16.0
663.56,0,16.0
8.5,0,16.0
150.72,0,16.0
86.45,0,16.0
12.99,0,16.0
79.0,0,16.0
8.48,0,16.0
110.0,0,16.0
20.0,0,16.0
53.8,0,16.0
95.64,0,16.0
400.0,0,16.0
163.0,0,16.0
113.2,0,16.0
6.9,0,16.0
15.64,0,16.0
42.81,0,16.0
8.22,0,16.0
50.0,0,16.0
1.0,0,16.0
27.41,0,16.0
134.0,0,16.0
10.0,0,16.0
3.99,0,16.0
94.89,0,16.0
10.65,0,16.0
18.23,0,16.0
189.55,0,16.0
56.8,0,16.0
91.0,0,16.0
61.93,0,16.0
181.0,0,16.0
44.62,0,16.0
4.49,0,16.0
35.07,0,16.0
190.0,0,16.0
18.28,0,16.0
0.89,0,16.0
199.99,0,16.0
67.0,0,16.0
12.31,0,16.0
1.67,0,16.0
50.23,0,16.0
91.36,0,16.0
99.84,0,16.0
9.99,0,16.0
79.95,0,16.0
9.99,0,16.0
7.3,0,16.0
2.61,0,16.0
499.23,0,16.0
138.0,0,16.0
36.8,0,16.0
58.91,0,16.0
34.95,0,16.0
12.0,0,16.0
29.45,0,16.0
9.4,0,16.0
171.03,0,16.0
88.9,0,16.0
26.62,0,16.0
1192.36,0,16.0
22.9,0,16.0
6.42,0,16.0
8.4,0,16.0
21.7,0,16.0
14.31,0,16.0
17.03,0,16.0
24.9,0,16.0
8.99,0,16.0
0.99,0,16.0
5.42,0,16.0
9.99,0,16.0
16.0,0,16.0
112.38,0,16.0
552.42,0,16.0
29.97,0,16.0
23.75,0,16.0
6.99,0,16.0
8.91,0,16.0
5.36,0,16.0
89.0,0,16.0
50.0,0,16.0
0.47,0,16.0
803.95,0,16.0
1.78,0,16.0
0.77,0,16.0
3.99,0,16.0
4.99,0,16.0
40.28,0,16.0
2.34,0,16.0
0.99,0,16.0
60.5,0,16.0
20.0,0,16.0
35.27,0,16.0
7.36,0,16.0
85.0,0,16.0
15.0,0,16.0
16.0,0,16.0
0.76,0,16.0
5.49,0,16.0
51.1,0,16.0
4.87,0,16.0
222.09,0,16.0
2.0,0,16.0
3.49,0,16.0
15.17,0,16.0
1.0,0,16.0
19.28,0,16.0
88.64,0,16.0
47.79,0,16.0
31.5,0,16.0
830.1,0,16.0
227.02,0,16.0
566.54,0,16.0
98.0,0,16.0
15.0,0,16.0
10.63,0,16.0
1.98,0,16.0
323.15,0,16.0
23.9,0,16.0
1.0,0,16.0
418.11,0,16.0
11.5,0,16.0
1.18,0,16.0
44.8,0,16.0
293.15,0,16.0
19.95,0,16.0
40.0,0,16.0
76.83,0,16.0
1.79,0,16.0
628.44,0,16.0
25.0,0,16.0
23.99,0,16.0
9.87,0,16.0
32.19,0,16.0
1977.64,0,16.0
25.0,0,16.0
70.85,0,16.0
42.5,0,16.0
1.98,0,16.0
0.89,0,16.0
152.63,0,16.0
0.67,0,16.0
314.0,0,16.0
20.39,0,16.0
1570.3,0,16.0
138.18,0,16.0
1.0,0,16.0
195.0,0,16.0
93.76,0,16.0
8.99,0,16.0
39.95,0,16.0
34.94,0,16.0
59.7,0,16.0
134.99,0,16.0
9.99,0,16.0
65.05,0,16.0
7.4,0,16.0
62.1,0,16.0
72.0,0,16.0
567.44,0,16.0
147.5,0,16.0
1.79,0,16.0
38.99,0,16.0
12.04,0,16.0
70.0,0,16.0
98.0,0,16.0
21.03,0,16.0
4.39,0,16.0
73.2,0,16.0
125.0,0,16.0
17.28,0,16.0
6.89,0,16.0
1.0,0,16.0
34.45,0,16.0
71.0,0,16.0
281.0,0,16.0
166.24,0,16.0
30.15,0,16.0
30.4,0,16.0
354.87,0,16.0
1.79,0,16.0
1348.0,0,16.0
8.47,0,16.0
16.48,0,16.0
419.96,0,16.0
22.15,0,16.0
22.82,0,16.0
34.06,0,16.0
156.48,0,16.0
9.03,0,16.0
62.0,0,16.0
39.9,0,16.0
250.0,0,16.0
1.83,0,16.0
39.95,0,16.0
104.0,0,16.0
14.99,0,16.0
34.0,0,16.0
9.99,0,16.0
149.1,0,16.0
41.48,0,16.0
12.31,0,16.0
6.95,0,16.0
48.33,0,16.0
64.99,0,16.0
47.0,0,16.0
187.72,0,16.0
0.77,0,16.0
184.5,0,16.0
240.69,0,16.0
100.14,0,16.0
186.09,0,16.0
9.99,0,16.0
1.0,0,16.0
62.39,0,16.0
1.0,0,16.0
4.07,0,16.0
516.22,0,16.0
33.26,0,16.0
1.98,0,16.0
79.0,0,16.0
44.0,0,16.0
80.0,0,16.0
36.0,0,16.0
389.0,0,16.0
261.7,0,16.0
1.98,0,16.0
48.33,0,16.0
13.71,0,16.0
30.0,0,16.0
1.0,0,16.0
5.0,0,16.0
11.5,0,16.0
20.0,0,16.0
29.61,0,16.0
320.0,0,16.0
1.98,0,16.0
298.3,0,16.0
15.0,0,16.0
4.95,0,16.0
60.0,0,16.0
28.0,0,16.0
26.5,0,16.0
29.88,0,16.0
73.5,0,16.0
1.98,0,16.0
149.0,0,16.0
233.5,0,16.0
75.9,0,16.0
16.99,0,16.0
0.99,0,16.0
4.49,0,16.0
28.0,0,16.0
127.0,0,16.0
1.29,0,16.0
200.0,0,16.0
6.47,0,16.0
10.74,0,16.0
89.56,0,16.0
4.85,0,16.0
21.85,0,16.0
7.07,0,16.0
1.98,0,16.0
117.94,0,16.0
164.0,0,16.0
113.7,0,16.0
0.76,0,16.0
1.4,0,16.0
5.99,0,16.0
37.39,0,16.0
9.82,0,16.0
1832.55,0,16.0
29.57,0,16.0
128.4,0,16.0
1.98,0,16.0
11.5,0,16.0
141.53,0,16.0
86.0,0,16.0
44.35,0,16.0
66.74,0,16.0
5.24,0,16.0
137.76,0,16.0
141.53,0,16.0
39.2,0,16.0
35.0,0,16.0
9.99,0,16.0
5.99,0,16.0
186.43,0,16.0
24.7,0,16.0
1.0,0,16.0
25.0,0,16.0
3.99,0,16.0
8.99,0,16.0
119.16,0,16.0
1.98,0,16.0
281.02,0,16.0
0.89,0,16.0
70.85,0,16.0
54.5,0,16.0
86.87,0,16.0
2.58,0,16.0
27.38,0,16.0
10.65,0,16.0
54.33,0,16.0
21.99,0,16.0
14.45,0,16.0
0.75,0,16.0
1.0,0,16.0
1200.0,0,16.0
130.0,0,16.0
1.5,0,16.0
27.02,0,16.0
723.34,0,16.0
89.0,0,16.0
4.36,0,16.0
70.0,0,16.0
315.16,0,16.0
200.0,0,16.0
140.0,0,16.0
303.5,0,16.0
835.0,0,16.0
10.0,0,16.0
12.99,0,16.0
70.47,0,16.0
446.18,0,16.0
24.67,0,16.0
29.95,0,16.0
9.2,0,16.0
9.99,0,16.0
22.78,0,16.0
7.61,0,16.0
4.99,0,16.0
4.49,0,16.0
650.67,0,16.0
0.89,0,16.0
45.0,0,16.0
764.96,0,16.0
9.81,0,16.0
7.5,0,16.0
1.44,0,16.0
35.09,0,16.0
100.5,0,16.0
85.88,0,16.0
1.29,0,16.0
0.89,0,16.0
8.45,0,16.0
56.24,0,16.0
41.71,0,16.0
186.85,0,16.0
36.28,0,16.0
27.38,0,16.0
79.29,0,16.0
6.92,0,16.0
49.95,0,16.0
22.95,0,16.0
140.55,0,16.0
762.58,0,16.0
8.99,0,16.0
14.2,0,16.0
19.99,0,16.0
190.0,0,16.0
3.87,0,16.0
776.0,0,16.0
12.95,0,16.0
25.0,0,16.0
5.98,0,16.0
34.0,0,16.0
75.46,0,16.0
24.95,0,16.0
236.0,0,16.0
27.99,0,16.0
118.0,0,16.0
201.55,0,16.0
15.0,0,16.0
152.45,0,16.0
3.87,0,16.0
581.35,0,16.0
17.77,0,16.0
613.36,0,16.0
7.07,0,16.0
0.92,0,16.0
1.0,0,16.0
45.9,0,16.0
64.96,0,16.0
1.29,0,16.0
11.99,0,16.0
89.79,0,16.0
1.0,0,16.0
249.0,0,16.0
1.18,0,16.0
34.9,0,16.0
5.99,0,16.0
1.52,0,16.0
267.2,0,16.0
178.08,0,16.0
210.0,0,16.0
95.59,0,16.0
10.74,0,16.0
370.8,0,16.0
44.86,0,16.0
29.99,0,16.0
38.39,0,16.0
80.0,0,16.0
24.99,0,16.0
140.0,0,16.0
580.92,0,16.0
12.99,0,16.0
15.0,0,16.0
96.78,0,16.0
89.99,0,16.0
18.99,0,16.0
106.61,0,16.0
1.79,0,16.0
59.2,0,16.0
0.89,0,16.0
122.71,0,16.0
1.0,0,16.0
2.69,0,16.0
843.98,0,16.0
120.0,0,16.0
79.0,0,16.0
324.33,0,16.0
190.69,0,16.0
56.4,0,16.0
61.0,0,16.0
559.02,0,16.0
44.0,0,16.0
49.99,0,16.0
3.79,0,16.0
250.0,0,16.0
23.8,0,16.0
29.95,0,16.0
202.34,0,16.0
10.31,0,16.0
50.23,0,16.0
92.2,0,16.0
1.99,0,16.0
36.0,0,16.0
0.99,0,16.0
2.29,0,16.0
1.0,0,16.0
62.06,0,16.0
19.99,0,16.0
9.2,0,16.0
420.3,0,16.0
5.93,0,16.0
4.99,0,16.0
21.99,0,16.0
421.8,0,16.0
679.92,0,16.0
40.0,0,16.0
19.95,0,16.0
490.0,0,16.0
84.29,0,16.0
1.0,0,16.0
1.0,0,16.0
799.0,0,16.0
799.0,0,16.0
37.81,0,16.0
1.0,0,16.0
29.0,0,16.0
12.99,0,16.0
1.0,0,16.0
63.42,0,16.0
29.74,0,16.0
318.0,0,16.0
6.23,0,16.0
1.0,0,16.0
2.69,0,16.0
56.2,0,16.0
308.13,0,16.0
1.79,0,16.0
36.51,0,16.0
1.69,0,16.0
80.0,0,16.0
1.0,0,16.0
1.98,0,16.0
424.98,0,16.0
9.99,0,16.0
1090.36,0,16.0
10.08,0,16.0
49.59,0,16.0
2441.85,0,16.0
7.04,0,16.0
119.9,0,16.0
141.34,0,16.0
10.99,0,16.0
15.0,0,16.0
0.89,0,16.0
0.99,0,16.0
168.0,0,16.0
0.0,0,16.0
119.69,0,16.0
1.98,0,16.0
40.95,0,16.0
5.37,0,16.0
7.58,0,16.0
3.99,0,16.0
2.58,0,16.0
152.32,0,16.0
0.89,0,16.0
10.65,0,16.0
104.65,0,16.0
3.84,0,16.0
21.14,0,16.0
14.34,0,16.0
53.73,0,16.0
200.01,0,16.0
17.21,0,16.0
2.76,0,16.0
113.57,0,16.0
24.99,0,16.0
15.0,0,16.0
0.0,0,16.0
9.99,0,16.0
5.99,0,16.0
103.6,0,16.0
77.51,0,16.0
41.31,0,16.0
277.5,0,16.0
34.9,0,16.0
116.7,0,16.0
376.93,0,16.0
2.35,0,16.0
0.76,0,16.0
46.14,0,16.0
7.99,0,16.0
7.5,0,16.0
266.92,0,16.0
34.14,0,16.0
300.04,0,16.0
80.0,0,16.0
1.0,0,16.0
22.73,0,16.0
20.58,0,16.0
55.65,0,16.0
470.04,0,16.0
0.76,0,16.0
73.02,0,16.0
15.7,0,16.0
109.0,0,16.0
54.9,0,16.0
30.0,0,16.0
178.85,0,16.0
1.29,0,16.0
158.0,0,16.0
55.0,0,16.0
60.0,0,16.0
7.36,0,16.0
61.61,0,16.0
46.58,0,16.0
23.0,0,16.0
162.34,0,16.0
1.0,0,16.0
421.59,0,16.0
11.0,0,16.0
32.0,0,16.0
171.84,0,16.0
255.74,0,16.0
27.38,0,16.0
0.25,0,16.0
4.99,0,16.0
577.22,0,16.0
77.51,0,16.0
18.39,0,16.0
10.44,0,16.0
912.79,0,16.0
11.5,0,16.0
28.31,0,16.0
129.25,0,16.0
27.41,0,16.0
36.8,0,16.0
54.0,0,16.0
5.57,0,16.0
814.0,0,16.0
24.0,0,16.0
27.1,0,16.0
8.29,0,16.0
79.0,0,16.0
5.99,0,16.0
79.76,0,16.0
34.13,0,16.0
110.5,0,16.0
207.0,0,16.0
11.0,0,16.0
385.0,0,16.0
11.99,0,16.0
66.71,0,16.0
49.06,0,16.0
1.78,0,16.0
7.81,0,16.0
0.31,0,16.0
5.49,0,16.0
70.0,0,16.0
98.92,0,16.0
25.17,0,16.0
9.72,0,16.0
1155.54,0,16.0
118.3,0,16.0
37.1,0,16.0
25.0,0,16.0
1781.1,0,16.0
40.0,0,16.0
3.14,0,16.0
40.0,0,16.0
372.0,0,16.0
15.82,0,16.0
9.99,0,16.0
16.0,0,16.0
1.0,0,16.0
11.5,0,16.0
31.4,0,16.0
559.06,0,16.0
0.76,0,16.0
1.98,0,16.0
562.92,0,16.0
3.14,0,16.0
36.7,0,16.0
29.56,0,16.0
1.98,0,16.0
1400.0,0,16.0
1.0,0,16.0
208.0,0,16.0
7.61,0,16.0
87.0,0,16.0
12.0,0,16.0
99.6,0,16.0
809.64,0,16.0
28.33,0,16.0
125.0,0,16.0
1.0,0,16.0
147.0,0,16.0
993.65,0,16.0
29.05,0,16.0
590.96,0,16.0
209.31,0,16.0
3.59,0,16.0
0.77,0,16.0
176.0,0,16.0
42.45,0,16.0
21.98,0,16.0
0.02,0,16.0
390.65,0,16.0
75.0,0,16.0
1.98,0,16.0
37.52,0,16.0
25.0,0,16.0
2.58,0,16.0
9.87,0,16.0
27.93,0,16.0
9.99,0,16.0
22.63,0,16.0
0.99,0,16.0
14.4,0,16.0
27.9,0,16.0
56.63,0,16.0
36.74,0,16.0
1.14,0,16.0
89.9,0,16.0
912.79,0,16.0
49.33,0,16.0
14.6,0,16.0
99.0,0,16.0
38.97,0,16.0
54.99,0,16.0
38.23,0,16.0
302.68,0,16.0
16.99,0,16.0
224.32,0,16.0
500.0,0,16.0
63.68,0,16.0
16.39,0,16.0
18.2,0,16.0
11.49,0,16.0
42.9,0,16.0
18.84,0,16.0
56.12,0,16.0
59.83,0,16.0
11.28,0,16.0
445.0,0,16.0
8.93,0,16.0
40.0,0,16.0
15.0,0,16.0
1.0,0,16.0
1.0,0,16.0
24.42,0,16.0
66.3,0,16.0
18.07,0,16.0
11.5,0,16.0
381.83,0,16.0
207.0,0,16.0
3.3,0,16.0
11.5,0,16.0
9.98,0,16.0
105.54,0,16.0
1.27,0,16.0
25.0,0,16.0
6.28,0,16.0
17.99,0,16.0
119.0,0,16.0
26.9,0,16.0
264.63,0,16.0
9.42,0,16.0
89.95,0,16.0
287.0,0,16.0
0.77,0,16.0
75.18,0,16.0
28.7,0,16.0
28.03,0,16.0
35.5,0,16.0
95.4,0,16.0
34.66,0,16.0
323.12,0,16.0
1.0,0,16.0
1.98,0,16.0
15.0,0,16.0
200.0,0,16.0
31.9,0,16.0
52.6,0,16.0
7.66,0,16.0
69.0,0,16.0
349.0,0,16.0
11.5,0,16.0
1.0,0,16.0
23.74,0,16.0
575.0,0,16.0
103.04,0,16.0
118.85,0,16.0
184.19,0,16.0
12.75,0,16.0
16.99,0,16.0
3.87,0,16.0
37.13,0,16.0
9.76,0,16.0
1.0,0,16.0
14.68,0,16.0
15.0,0,16.0
804.3,0,16.0
10.54,0,16.0
38.0,0,16.0
1.98,0,16.0
29.95,0,16.0
29.68,0,16.0
187.74,0,16.0
38.0,0,16.0
3.96,0,16.0
1.98,0,16.0
50.0,0,16.0
565.84,0,16.0
49.0,0,16.0
3.14,0,16.0
580.98,0,16.0
70.8,0,16.0
178.0,0,16.0
84.87,0,16.0
147.5,0,16.0
10.65,0,16.0
1.5,0,16.0
12.31,0,16.0
75.0,0,16.0
8.98,0,16.0
8.94,0,16.0
82.99,0,16.0
57.97,0,16.0
45.8,0,16.0
4.05,0,16.0
11.0,0,16.0
45.0,0,16.0
38.64,0,16.0
0.89,0,16.0
7.16,0,16.0
500.0,0,16.0
10.62,0,16.0
28.75,0,16.0
236.6,0,16.0
110.0,0,16.0
485.2,0,16.0
49.99,0,16.0
117.48,0,16.0
131.65,0,16.0
9.99,0,16.0
179.81,0,16.0
52.05,0,16.0
499.0,0,16.0
253.02,0,16.0
0.89,0,16.0
41.56,0,16.0
39.0,0,16.0
8.99,0,16.0
104.45,0,16.0
30.0,0,16.0
62.6,0,16.0
25.0,0,16.0
34.18,0,16.0
7.87,0,16.0
1.98,0,16.0
125.72,0,16.0
45.0,0,16.0
1.29,0,16.0
1000.0,0,16.0
65.22,0,16.0
3.14,0,16.0
8.91,0,16.0
114.88,0,16.0
6.45,0,16.0
557.31,0,16.0
22.7,0,16.0
17.24,0,16.0
49.9,0,16.0
270.0,0,16.0
171.98,0,16.0
163.64,0,16.0
3.31,0,16.0
8.0,0,16.0
35.37,0,16.0
38.0,0,16.0
12.9,0,16.0
60.01,0,16.0
24.32,0,16.0
95.98,0,16.0
226.75,0,16.0
0.92,0,16.0
1.0,0,16.0
838.82,0,16.0
21.52,0,16.0
762.0,0,16.0
0.0,0,16.0
850.52,0,16.0
9.99,0,16.0
200.0,0,16.0
72.43,0,16.0
15.0,0,16.0
1.0,0,16.0
3.35,0,16.0
9.99,0,16.0
272.0,0,16.0
39.06,0,16.0
83.6,0,16.0
20.0,0,16.0
